Source,Target,Type,Industry
support / brukerstøtte,sensorer,Undirected,Industri og produksjon
operasjonelle problemer i industrielle prosesser,løse praktiske,Undirected,Industri og produksjon
operasjonelle problemer i industrielle prosesser,installasjon,Undirected,Industri og produksjon
operasjonelle problemer i industrielle prosesser,utføre feltarbeid,Undirected,Industri og produksjon
operasjonelle problemer i industrielle prosesser,sensorer,Undirected,Industri og produksjon
løse praktiske,installasjon,Undirected,Industri og produksjon
løse praktiske,utføre feltarbeid,Undirected,Industri og produksjon
løse praktiske,sensorer,Undirected,Industri og produksjon
installasjon,utføre feltarbeid,Undirected,Industri og produksjon
installasjon,sensorer,Undirected,Industri og produksjon
utføre feltarbeid,sensorer,Undirected,Industri og produksjon
robotikk,moderne software-utvikling,Undirected,Elektronikk
robotikk,informatikk,Undirected,Elektronikk
robotikk,python (dataprogrammering),Undirected,Elektronikk
digitalisering,analysere data,Undirected,IT
digitalisering,bedriftsøkonomi,Undirected,IT
analysere data,bedriftsøkonomi,Undirected,IT
kunstig intelligens,migrering av prosjektledelse,Undirected,Bank
kunstig intelligens,strategisk prosjektledelse,Undirected,Bank
migrering av prosjektledelse,regulatory compliance,Undirected,Bank
migrering av prosjektledelse,strategisk prosjektledelse,Undirected,Bank
regulatory compliance,strategisk prosjektledelse,Undirected,Bank
kunstig intelligens,bank- og finansielle tjenester,Undirected,Bank
kunstig intelligens,teknologiledelse,Undirected,Bank
kunstig intelligens,forskrifter,Undirected,Bank
kunstig intelligens,risikostyring,Undirected,Bank
analysere data,data engineering,Undirected,Bank
analysere data,bank- og finansielle tjenester,Undirected,Bank
analysere data,teknologiledelse,Undirected,Bank
analysere data,forskrifter,Undirected,Bank
data engineering,bank- og finansielle tjenester,Undirected,Bank
data engineering,teknologiledelse,Undirected,Bank
data engineering,forskrifter,Undirected,Bank
data engineering,risikostyring,Undirected,Bank
bank- og finansielle tjenester,teknologiledelse,Undirected,Bank
bank- og finansielle tjenester,forskrifter,Undirected,Bank
bank- og finansielle tjenester,risikostyring,Undirected,Bank
teknologiledelse,forskrifter,Undirected,Bank
teknologiledelse,risikostyring,Undirected,Bank
forskrifter,risikostyring,Undirected,Bank
teknisk it kompetanse,sql script,Undirected,IT
teknisk it kompetanse,c# (programmeringsspråk),Undirected,IT
teknisk it kompetanse,support / brukerstøtte,Undirected,IT
sql script,c# (programmeringsspråk),Undirected,IT
sql script,support / brukerstøtte,Undirected,IT
c# (programmeringsspråk),support / brukerstøtte,Undirected,IT
c# (programmeringsspråk),amazon web services (aws),Undirected,Internettbaserte tjenester
c# (programmeringsspråk),golang,Undirected,Internettbaserte tjenester
c# (programmeringsspråk),application programming interfaces (apis),Undirected,Internettbaserte tjenester
rest (api),amazon web services (aws),Undirected,Internettbaserte tjenester
rest (api),golang,Undirected,Internettbaserte tjenester
rest (api),application programming interfaces (apis),Undirected,Internettbaserte tjenester
amazon web services (aws),golang,Undirected,Internettbaserte tjenester
amazon web services (aws),application programming interfaces (apis),Undirected,Internettbaserte tjenester
golang,application programming interfaces (apis),Undirected,Internettbaserte tjenester
programmeringsspråk,k8s,Undirected,Telekommunikasjon
programmeringsspråk,dataprogrammering,Undirected,Telekommunikasjon
programmeringsspråk,infrastructure as code (iac),Undirected,Telekommunikasjon
programmeringsspråk,kjennskap til skyplattformer,Undirected,Telekommunikasjon
programmeringsspråk,go,Undirected,Telekommunikasjon
azure ad,k8s,Undirected,Telekommunikasjon
azure ad,dataprogrammering,Undirected,Telekommunikasjon
azure ad,infrastructure as code (iac),Undirected,Telekommunikasjon
azure ad,kjennskap til skyplattformer,Undirected,Telekommunikasjon
azure ad,go,Undirected,Telekommunikasjon
k8s,dataprogrammering,Undirected,Telekommunikasjon
k8s,kjennskap til skyplattformer,Undirected,Telekommunikasjon
k8s,ci/cd (continuous integration and continuous delivery),Undirected,Telekommunikasjon
k8s,go,Undirected,Telekommunikasjon
dataprogrammering,infrastructure as code (iac),Undirected,Telekommunikasjon
dataprogrammering,kjennskap til skyplattformer,Undirected,Telekommunikasjon
dataprogrammering,ci/cd (continuous integration and continuous delivery),Undirected,Telekommunikasjon
dataprogrammering,go,Undirected,Telekommunikasjon
infrastructure as code (iac),kjennskap til skyplattformer,Undirected,Telekommunikasjon
infrastructure as code (iac),ci/cd (continuous integration and continuous delivery),Undirected,Telekommunikasjon
infrastructure as code (iac),go,Undirected,Telekommunikasjon
ci/cd (continuous integration and continuous delivery),go,Undirected,Telekommunikasjon
devops,azure ad,Undirected,IT
devops,python (dataprogrammering),Undirected,IT
devops,airflow,Undirected,IT
devops,dataintegrasjonsprosesser,Undirected,IT
devops,ci/cd (continuous integration and continuous delivery),Undirected,IT
devops,data modeling,Undirected,IT
azure ad,airflow,Undirected,IT
azure ad,dataintegrasjonsprosesser,Undirected,IT
python (dataprogrammering),dataintegrasjonsprosesser,Undirected,IT
airflow,dataintegrasjonsprosesser,Undirected,IT
airflow,ci/cd (continuous integration and continuous delivery),Undirected,IT
airflow,data modeling,Undirected,IT
dataintegrasjonsprosesser,ci/cd (continuous integration and continuous delivery),Undirected,IT
dataintegrasjonsprosesser,data modeling,Undirected,IT
apache kafka,azure ad,Undirected,IT
apache kafka,data engineering,Undirected,IT
apache kafka,sql,Undirected,IT
apache kafka,streamingteknologi,Undirected,IT
apache kafka,nosql,Undirected,IT
apache kafka,apache spark,Undirected,IT
apache kafka,data modeling,Undirected,IT
azure ad,data engineering,Undirected,IT
azure ad,streamingteknologi,Undirected,IT
azure ad,nosql,Undirected,IT
azure ad,apache spark,Undirected,IT
data engineering,streamingteknologi,Undirected,IT
data engineering,nosql,Undirected,IT
data engineering,apache spark,Undirected,IT
data engineering,data modeling,Undirected,IT
sql,streamingteknologi,Undirected,IT
streamingteknologi,nosql,Undirected,IT
streamingteknologi,apache spark,Undirected,IT
streamingteknologi,data modeling,Undirected,IT
nosql,apache spark,Undirected,IT
nosql,data modeling,Undirected,IT
apache spark,data modeling,Undirected,IT
prosjektledelse,ikt-støtte,Undirected,Internettbaserte tjenester
prosjektledelse,administrere ressurser,Undirected,Internettbaserte tjenester
prosjektledelse,ict security,Undirected,Internettbaserte tjenester
prosjektledelse,digitalisering,Undirected,Internettbaserte tjenester
ikt-støtte,administrere ressurser,Undirected,Internettbaserte tjenester
ikt-støtte,ict security,Undirected,Internettbaserte tjenester
ikt-støtte,digitalisering,Undirected,Internettbaserte tjenester
administrere ressurser,ict security,Undirected,Internettbaserte tjenester
administrere ressurser,digitalisering,Undirected,Internettbaserte tjenester
ict security,digitalisering,Undirected,Internettbaserte tjenester
cuda (compute unified device architecture),maskinlæring,Undirected,IT
cuda (compute unified device architecture),computer vision,Undirected,IT
cuda (compute unified device architecture),deep learning,Undirected,IT
cuda (compute unified device architecture),python scripting,Undirected,IT
maskinlæring,computer vision,Undirected,IT
maskinlæring,deep learning,Undirected,IT
maskinlæring,python scripting,Undirected,IT
computer vision,deep learning,Undirected,IT
computer vision,python scripting,Undirected,IT
deep learning,python scripting,Undirected,IT
prosjekteringsledelse,kvalitetsstyring,Undirected,IT - programvare
prosjekteringsledelse,risikovurdering (forsikring),Undirected,IT - programvare
prosjekteringsledelse,strategirådgivning,Undirected,IT - programvare
prosjekteringsledelse,kvalitetssikring,Undirected,IT - programvare
prosjekteringsledelse,prosjektleveranse,Undirected,IT - programvare
kvalitetsstyring,risikovurdering (forsikring),Undirected,IT - programvare
kvalitetsstyring,strategirådgivning,Undirected,IT - programvare
kvalitetsstyring,kvalitetssikring,Undirected,IT - programvare
kvalitetsstyring,prosjektleveranse,Undirected,IT - programvare
risikovurdering (forsikring),strategirådgivning,Undirected,IT - programvare
risikovurdering (forsikring),kvalitetssikring,Undirected,IT - programvare
risikovurdering (forsikring),prosjektleveranse,Undirected,IT - programvare
strategirådgivning,kvalitetssikring,Undirected,IT - programvare
strategirådgivning,prosjektleveranse,Undirected,IT - programvare
kvalitetssikring,prosjektleveranse,Undirected,IT - programvare
ingeniørkunst,byggeteknikk,Undirected,IT
ingeniørkunst,support / brukerstøtte,Undirected,IT
ingeniørkunst,innholds- og omfangsledelse,Undirected,IT
ingeniørkunst,teknisk dokumentasjon,Undirected,IT
byggeteknikk,support / brukerstøtte,Undirected,IT
byggeteknikk,innholds- og omfangsledelse,Undirected,IT
byggeteknikk,teknisk dokumentasjon,Undirected,IT
support / brukerstøtte,innholds- og omfangsledelse,Undirected,IT
support / brukerstøtte,teknisk dokumentasjon,Undirected,IT
innholds- og omfangsledelse,teknisk dokumentasjon,Undirected,IT
air condition og byggteknologi,mekanisk feilsøking /vedlikehold,Undirected,kunnskap innen varme
air condition og byggteknologi,bransjekunnskap innen varme,Undirected,kunnskap innen varme
air condition og byggteknologi,reparasjon,Undirected,kunnskap innen varme
air condition og byggteknologi,norsk,Undirected,kunnskap innen varme
air condition og byggteknologi,ventilasjon,Undirected,kunnskap innen varme
air condition og byggteknologi,pumper,Undirected,kunnskap innen varme
air condition og byggteknologi,systemoptimering,Undirected,kunnskap innen varme
air condition og byggteknologi,kuldeteknikk,Undirected,kunnskap innen varme
air condition og byggteknologi,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,bransjekunnskap innen varme,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,reparasjon,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,norsk,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,ventilasjon,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,pumper,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,systemoptimering,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,kuldeteknikk,Undirected,kunnskap innen varme
mekanisk feilsøking /vedlikehold,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
bransjekunnskap innen varme,reparasjon,Undirected,kunnskap innen varme
bransjekunnskap innen varme,norsk,Undirected,kunnskap innen varme
bransjekunnskap innen varme,ventilasjon,Undirected,kunnskap innen varme
bransjekunnskap innen varme,pumper,Undirected,kunnskap innen varme
bransjekunnskap innen varme,systemoptimering,Undirected,kunnskap innen varme
bransjekunnskap innen varme,kuldeteknikk,Undirected,kunnskap innen varme
bransjekunnskap innen varme,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
reparasjon,norsk,Undirected,kunnskap innen varme
reparasjon,ventilasjon,Undirected,kunnskap innen varme
reparasjon,pumper,Undirected,kunnskap innen varme
reparasjon,systemoptimering,Undirected,kunnskap innen varme
reparasjon,kuldeteknikk,Undirected,kunnskap innen varme
reparasjon,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
norsk,ventilasjon,Undirected,kunnskap innen varme
norsk,pumper,Undirected,kunnskap innen varme
norsk,systemoptimering,Undirected,kunnskap innen varme
norsk,kuldeteknikk,Undirected,kunnskap innen varme
norsk,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
ventilasjon,pumper,Undirected,kunnskap innen varme
ventilasjon,systemoptimering,Undirected,kunnskap innen varme
ventilasjon,kuldeteknikk,Undirected,kunnskap innen varme
ventilasjon,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
pumper,systemoptimering,Undirected,kunnskap innen varme
pumper,kuldeteknikk,Undirected,kunnskap innen varme
pumper,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
systemoptimering,kuldeteknikk,Undirected,kunnskap innen varme
systemoptimering,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
kuldeteknikk,vedlikehold av industrimaskiner,Undirected,kunnskap innen varme
elektroindustri (bransje),fse lav- og høyspenning,Undirected,Drift og vedlikeholdstjenester
elektroindustri (bransje),sikkerhetsregler,Undirected,Drift og vedlikeholdstjenester
elektroindustri (bransje),servicearbeid,Undirected,Drift og vedlikeholdstjenester
elektroindustri (bransje),forskrifter,Undirected,Drift og vedlikeholdstjenester
elektroindustri (bransje),elektriske høyspenningsinstallasjoner,Undirected,Drift og vedlikeholdstjenester
fse lav- og høyspenning,sikkerhetsregler,Undirected,Drift og vedlikeholdstjenester
fse lav- og høyspenning,servicearbeid,Undirected,Drift og vedlikeholdstjenester
fse lav- og høyspenning,forskrifter,Undirected,Drift og vedlikeholdstjenester
fse lav- og høyspenning,elektriske høyspenningsinstallasjoner,Undirected,Drift og vedlikeholdstjenester
sikkerhetsregler,servicearbeid,Undirected,Drift og vedlikeholdstjenester
sikkerhetsregler,forskrifter,Undirected,Drift og vedlikeholdstjenester
sikkerhetsregler,elektriske høyspenningsinstallasjoner,Undirected,Drift og vedlikeholdstjenester
servicearbeid,forskrifter,Undirected,Drift og vedlikeholdstjenester
servicearbeid,elektriske høyspenningsinstallasjoner,Undirected,Drift og vedlikeholdstjenester
forskrifter,elektriske høyspenningsinstallasjoner,Undirected,Drift og vedlikeholdstjenester
finansiell rapportering,konsolidert finansregnskap,Undirected,Helse og omsorg
finansiell rapportering,rapportering,Undirected,Helse og omsorg
finansiell rapportering,finansiell revisjon,Undirected,Helse og omsorg
finansiell rapportering,bokføring,Undirected,Helse og omsorg
finansiell rapportering,internprising,Undirected,Helse og omsorg
internkontroll,rapportering,Undirected,Helse og omsorg
konsolidert finansregnskap,rapportering,Undirected,Helse og omsorg
konsolidert finansregnskap,erp-systemer,Undirected,Helse og omsorg
rapportering,finansiell revisjon,Undirected,Helse og omsorg
rapportering,internprising,Undirected,Helse og omsorg
finansiell revisjon,erp-systemer,Undirected,Helse og omsorg
erp-systemer,internprising,Undirected,Helse og omsorg
interaksjonsdesign,norsk,Undirected,HR
interaksjonsdesign,produktdesign,Undirected,HR
interaksjonsdesign,brukeropplevelse,Undirected,HR
interaksjonsdesign,interativ designmetode,Undirected,HR
interaksjonsdesign,brukerforskning,Undirected,HR
brukbarhetstesting,norsk,Undirected,HR
brukbarhetstesting,produktdesign,Undirected,HR
brukbarhetstesting,brukeropplevelse,Undirected,HR
brukbarhetstesting,interativ designmetode,Undirected,HR
brukbarhetstesting,brukerforskning,Undirected,HR
norsk,produktdesign,Undirected,HR
norsk,brukeropplevelse,Undirected,HR
norsk,interativ designmetode,Undirected,HR
norsk,brukerforskning,Undirected,HR
produktdesign,brukeropplevelse,Undirected,HR
produktdesign,interativ designmetode,Undirected,HR
produktdesign,brukerforskning,Undirected,HR
brukeropplevelse,interativ designmetode,Undirected,HR
brukeropplevelse,brukerforskning,Undirected,HR
interativ designmetode,brukerforskning,Undirected,HR
analysere data,miljøkonsekvensanalyse,Undirected,Kraft og energi
analysere data,leting og produksjon av olje,Undirected,Kraft og energi
analysere data,prosessteknikk,Undirected,Kraft og energi
miljøkonsekvensanalyse,norsk,Undirected,Kraft og energi
miljøkonsekvensanalyse,leting og produksjon av olje,Undirected,Kraft og energi
miljøkonsekvensanalyse,prosessteknikk,Undirected,Kraft og energi
norsk,leting og produksjon av olje,Undirected,Kraft og energi
norsk,prosessteknikk,Undirected,Kraft og energi
leting og produksjon av olje,prosessteknikk,Undirected,Kraft og energi
disaster recovery (ikt),active directory (it-nettverk),Undirected,Farmasi og legemiddel
disaster recovery (ikt),it infrastructure management,Undirected,Farmasi og legemiddel
disaster recovery (ikt),microsoft active directory (ad),Undirected,Farmasi og legemiddel
disaster recovery (ikt),tidsplanlegging,Undirected,Farmasi og legemiddel
disaster recovery (ikt),operating system (ict),Undirected,Farmasi og legemiddel
disaster recovery (ikt),prosjekt,Undirected,Farmasi og legemiddel
disaster recovery (ikt),vmware esx,Undirected,Farmasi og legemiddel
disaster recovery (ikt),servicenow,Undirected,Farmasi og legemiddel
active directory (it-nettverk),it infrastructure management,Undirected,Farmasi og legemiddel
active directory (it-nettverk),microsoft active directory (ad),Undirected,Farmasi og legemiddel
active directory (it-nettverk),tidsplanlegging,Undirected,Farmasi og legemiddel
active directory (it-nettverk),operating system (ict),Undirected,Farmasi og legemiddel
active directory (it-nettverk),prosjekt,Undirected,Farmasi og legemiddel
active directory (it-nettverk),vmware esx,Undirected,Farmasi og legemiddel
active directory (it-nettverk),servicenow,Undirected,Farmasi og legemiddel
it infrastructure management,microsoft active directory (ad),Undirected,Farmasi og legemiddel
it infrastructure management,tidsplanlegging,Undirected,Farmasi og legemiddel
it infrastructure management,operating system (ict),Undirected,Farmasi og legemiddel
it infrastructure management,prosjekt,Undirected,Farmasi og legemiddel
it infrastructure management,vmware esx,Undirected,Farmasi og legemiddel
it infrastructure management,servicenow,Undirected,Farmasi og legemiddel
microsoft active directory (ad),tidsplanlegging,Undirected,Farmasi og legemiddel
microsoft active directory (ad),operating system (ict),Undirected,Farmasi og legemiddel
microsoft active directory (ad),prosjekt,Undirected,Farmasi og legemiddel
microsoft active directory (ad),vmware esx,Undirected,Farmasi og legemiddel
microsoft active directory (ad),servicenow,Undirected,Farmasi og legemiddel
tidsplanlegging,operating system (ict),Undirected,Farmasi og legemiddel
tidsplanlegging,prosjekt,Undirected,Farmasi og legemiddel
tidsplanlegging,vmware esx,Undirected,Farmasi og legemiddel
tidsplanlegging,servicenow,Undirected,Farmasi og legemiddel
operating system (ict),prosjekt,Undirected,Farmasi og legemiddel
operating system (ict),vmware esx,Undirected,Farmasi og legemiddel
operating system (ict),servicenow,Undirected,Farmasi og legemiddel
prosjekt,vmware esx,Undirected,Farmasi og legemiddel
prosjekt,servicenow,Undirected,Farmasi og legemiddel
vmware esx,servicenow,Undirected,Farmasi og legemiddel
atlassian jira,produktkø (product backlog),Undirected,Bank
atlassian jira,kjennskap til skyplattformer,Undirected,Bank
atlassian jira,produkteier,Undirected,Bank
atlassian jira,risikostyring,Undirected,Bank
atlassian jira,kunnskap om relevante lover og forskrifter,Undirected,Bank
produktkø (product backlog),produkteier,Undirected,Bank
produktkø (product backlog),risikostyring,Undirected,Bank
kjennskap til skyplattformer,produkteier,Undirected,Bank
kjennskap til skyplattformer,risikostyring,Undirected,Bank
produkteier,risikostyring,Undirected,Bank
produkteier,kunnskap om relevante lover og forskrifter,Undirected,Bank
risikostyring,kunnskap om relevante lover og forskrifter,Undirected,Bank
programvareintegrasjon,python (dataprogrammering),Undirected,Butikk og varehandel
programvareintegrasjon,data modeling,Undirected,Butikk og varehandel
programvareintegrasjon,forbedre datakvalitet,Undirected,Butikk og varehandel
programvareintegrasjon,backend webutvikling,Undirected,Butikk og varehandel
programvareintegrasjon,software engineering,Undirected,Butikk og varehandel
python (dataprogrammering),forbedre datakvalitet,Undirected,Butikk og varehandel
python (dataprogrammering),software engineering,Undirected,Butikk og varehandel
data modeling,forbedre datakvalitet,Undirected,Butikk og varehandel
data modeling,backend webutvikling,Undirected,Butikk og varehandel
data modeling,software engineering,Undirected,Butikk og varehandel
forbedre datakvalitet,backend webutvikling,Undirected,Butikk og varehandel
forbedre datakvalitet,software engineering,Undirected,Butikk og varehandel
backend webutvikling,software engineering,Undirected,Butikk og varehandel
programmeringsspråk,databaseadministrasjon,Undirected,IT
programmeringsspråk,behandle data,Undirected,IT
programmeringsspråk,fullstack utvikler,Undirected,IT
programmeringsspråk,regresjonsanalyse,Undirected,IT
databaseadministrasjon,moderne software-utvikling,Undirected,IT
databaseadministrasjon,behandle data,Undirected,IT
databaseadministrasjon,fullstack utvikler,Undirected,IT
databaseadministrasjon,statistikk,Undirected,IT
databaseadministrasjon,regresjonsanalyse,Undirected,IT
moderne software-utvikling,behandle data,Undirected,IT
moderne software-utvikling,fullstack utvikler,Undirected,IT
moderne software-utvikling,statistikk,Undirected,IT
moderne software-utvikling,regresjonsanalyse,Undirected,IT
behandle data,fullstack utvikler,Undirected,IT
behandle data,statistikk,Undirected,IT
behandle data,regresjonsanalyse,Undirected,IT
fullstack utvikler,statistikk,Undirected,IT
fullstack utvikler,regresjonsanalyse,Undirected,IT
statistikk,regresjonsanalyse,Undirected,IT
ingeniørkunst,sql,Undirected,Industri og produksjon
ingeniørkunst,power bi,Undirected,Industri og produksjon
ingeniørarbeid,analysere data,Undirected,Industri og produksjon
ingeniørarbeid,power bi,Undirected,Industri og produksjon
sql,dataintegrasjonsprosesser,Undirected,IT
development of data pipelines,dataintegrasjonsprosesser,Undirected,IT
development of data pipelines,go,Undirected,IT
dataintegrasjonsprosesser,go,Undirected,IT
devops,c#.net,Undirected,Helse og omsorg
devops,k8s,Undirected,Helse og omsorg
devops,react.js,Undirected,Helse og omsorg
devops,postgresql,Undirected,Helse og omsorg
devops,fullstack utvikler,Undirected,Helse og omsorg
c#.net,azure ad,Undirected,Helse og omsorg
c#.net,k8s,Undirected,Helse og omsorg
c#.net,react.js,Undirected,Helse og omsorg
c#.net,postgresql,Undirected,Helse og omsorg
c#.net,fullstack utvikler,Undirected,Helse og omsorg
azure ad,react.js,Undirected,Helse og omsorg
azure ad,postgresql,Undirected,Helse og omsorg
azure ad,fullstack utvikler,Undirected,Helse og omsorg
k8s,react.js,Undirected,Helse og omsorg
k8s,postgresql,Undirected,Helse og omsorg
k8s,fullstack utvikler,Undirected,Helse og omsorg
react.js,postgresql,Undirected,Helse og omsorg
react.js,fullstack utvikler,Undirected,Helse og omsorg
postgresql,fullstack utvikler,Undirected,Helse og omsorg
microsoft 365 sharepoint,mobile devices,Undirected,Kraft og energi
microsoft 365 sharepoint,operating system (ict),Undirected,Kraft og energi
microsoft 365 sharepoint,user support,Undirected,Kraft og energi
microsoft 365 sharepoint,microsoft 365,Undirected,Kraft og energi
microsoft 365 sharepoint,nettverksinfrastruktur,Undirected,Kraft og energi
microsoft 365 sharepoint,microsoft teams,Undirected,Kraft og energi
microsoft 365 sharepoint,microsoft windows,Undirected,Kraft og energi
mobile devices,operating system (ict),Undirected,Kraft og energi
mobile devices,user support,Undirected,Kraft og energi
mobile devices,microsoft 365,Undirected,Kraft og energi
mobile devices,nettverksinfrastruktur,Undirected,Kraft og energi
mobile devices,microsoft teams,Undirected,Kraft og energi
mobile devices,microsoft windows,Undirected,Kraft og energi
operating system (ict),user support,Undirected,Kraft og energi
operating system (ict),microsoft 365,Undirected,Kraft og energi
operating system (ict),nettverksinfrastruktur,Undirected,Kraft og energi
operating system (ict),microsoft teams,Undirected,Kraft og energi
operating system (ict),microsoft windows,Undirected,Kraft og energi
user support,microsoft 365,Undirected,Kraft og energi
user support,nettverksinfrastruktur,Undirected,Kraft og energi
user support,microsoft teams,Undirected,Kraft og energi
user support,microsoft windows,Undirected,Kraft og energi
microsoft 365,nettverksinfrastruktur,Undirected,Kraft og energi
microsoft 365,microsoft teams,Undirected,Kraft og energi
microsoft 365,microsoft windows,Undirected,Kraft og energi
nettverksinfrastruktur,microsoft teams,Undirected,Kraft og energi
nettverksinfrastruktur,microsoft windows,Undirected,Kraft og energi
microsoft teams,microsoft windows,Undirected,Kraft og energi
gmp (good manufacturing practice),flowcytometri,Undirected,Forskning
gmp (good manufacturing practice),cellekultivering,Undirected,Forskning
gmp (good manufacturing practice),genteknologi,Undirected,Forskning
gmp (good manufacturing practice),bioingeniørfaglig kompetanse,Undirected,Forskning
gmp (good manufacturing practice),molekylærbiologi,Undirected,Forskning
gmp (good manufacturing practice),vitenskapelig forskning,Undirected,Forskning
flowcytometri,cellekultivering,Undirected,Forskning
flowcytometri,genteknologi,Undirected,Forskning
flowcytometri,bioingeniørfaglig kompetanse,Undirected,Forskning
flowcytometri,molekylærbiologi,Undirected,Forskning
flowcytometri,vitenskapelig forskning,Undirected,Forskning
cellekultivering,genteknologi,Undirected,Forskning
cellekultivering,bioingeniørfaglig kompetanse,Undirected,Forskning
cellekultivering,molekylærbiologi,Undirected,Forskning
cellekultivering,vitenskapelig forskning,Undirected,Forskning
genteknologi,bioingeniørfaglig kompetanse,Undirected,Forskning
genteknologi,molekylærbiologi,Undirected,Forskning
genteknologi,vitenskapelig forskning,Undirected,Forskning
bioingeniørfaglig kompetanse,vitenskapelig forskning,Undirected,Forskning
molekylærbiologi,vitenskapelig forskning,Undirected,Forskning
rapportering,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning
rapportering,kpi-rapporter,Undirected,Konsulent og rådgivning
rapportering,gjennomføre kvalitative undersøkelser,Undirected,Konsulent og rådgivning
rapportering,ledelse,Undirected,Konsulent og rådgivning
rapportering,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
rapportering,qualtrics,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),kpi-rapporter,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),gjennomføre kvalitative undersøkelser,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),ledelse,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),automatisering,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
general data protection regulation (gdpr),qualtrics,Undirected,Konsulent og rådgivning
kpi-rapporter,gjennomføre kvalitative undersøkelser,Undirected,Konsulent og rådgivning
kpi-rapporter,ledelse,Undirected,Konsulent og rådgivning
kpi-rapporter,automatisering,Undirected,Konsulent og rådgivning
kpi-rapporter,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
kpi-rapporter,qualtrics,Undirected,Konsulent og rådgivning
gjennomføre kvalitative undersøkelser,ledelse,Undirected,Konsulent og rådgivning
gjennomføre kvalitative undersøkelser,automatisering,Undirected,Konsulent og rådgivning
gjennomføre kvalitative undersøkelser,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
gjennomføre kvalitative undersøkelser,qualtrics,Undirected,Konsulent og rådgivning
ledelse,automatisering,Undirected,Konsulent og rådgivning
ledelse,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
ledelse,qualtrics,Undirected,Konsulent og rådgivning
automatisering,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning
automatisering,qualtrics,Undirected,Konsulent og rådgivning
tilbakemelding fra kunde,qualtrics,Undirected,Konsulent og rådgivning
matematisk modellering,behersker root cause analysis,Undirected,IT
matematisk modellering,kybernetikk,Undirected,IT
matematisk modellering,python (dataprogrammering),Undirected,IT
matematisk modellering,matlab,Undirected,IT
matematisk modellering,robotikk,Undirected,IT
behersker root cause analysis,kybernetikk,Undirected,IT
behersker root cause analysis,python (dataprogrammering),Undirected,IT
behersker root cause analysis,matlab,Undirected,IT
behersker root cause analysis,robotikk,Undirected,IT
kybernetikk,python (dataprogrammering),Undirected,IT
kybernetikk,matlab,Undirected,IT
python (dataprogrammering),matlab,Undirected,IT
matlab,robotikk,Undirected,IT
cybersikkerhet,disaster recovery (ikt),Undirected,Forsvar og militær
cybersikkerhet,it infrastructure management,Undirected,Forsvar og militær
cybersikkerhet,systemadministrasjon,Undirected,Forsvar og militær
cybersikkerhet,user support,Undirected,Forsvar og militær
cybersikkerhet,ikt-infrastruktur,Undirected,Forsvar og militær
cybersikkerhet,it-operasjoner,Undirected,Forsvar og militær
disaster recovery (ikt),systemadministrasjon,Undirected,Forsvar og militær
disaster recovery (ikt),user support,Undirected,Forsvar og militær
disaster recovery (ikt),ikt-infrastruktur,Undirected,Forsvar og militær
disaster recovery (ikt),it-operasjoner,Undirected,Forsvar og militær
it infrastructure management,systemadministrasjon,Undirected,Forsvar og militær
it infrastructure management,user support,Undirected,Forsvar og militær
it infrastructure management,ikt-infrastruktur,Undirected,Forsvar og militær
it infrastructure management,it-operasjoner,Undirected,Forsvar og militær
systemadministrasjon,user support,Undirected,Forsvar og militær
systemadministrasjon,ikt-infrastruktur,Undirected,Forsvar og militær
systemadministrasjon,it-operasjoner,Undirected,Forsvar og militær
user support,ikt-infrastruktur,Undirected,Forsvar og militær
user support,it-operasjoner,Undirected,Forsvar og militær
ikt-infrastruktur,it-operasjoner,Undirected,Forsvar og militær
modellering og simulering,dyreproduksjonsvitenskap,Undirected,Forskning
modellering og simulering,statistiske- og dataanalysemetoder,Undirected,Forskning
modellering og simulering,hold av melkekyr,Undirected,Forskning
