Source,Target,Type,Industry,search_word
internkontroll,finansiell revisjon,Undirected,Helse og omsorg,Data og ai
internkontroll,erp-systemer,Undirected,Helse og omsorg,Data og ai
internkontroll,finansiell rapportering,Undirected,Helse og omsorg,Data og ai
internkontroll,rapportering,Undirected,Helse og omsorg,Data og ai
finansiell revisjon,erp-systemer,Undirected,Helse og omsorg,Data og ai
finansiell revisjon,finansiell rapportering,Undirected,Helse og omsorg,Data og ai
finansiell revisjon,rapportering,Undirected,Helse og omsorg,Data og ai
erp-systemer,finansiell rapportering,Undirected,Helse og omsorg,Data og ai
erp-systemer,rapportering,Undirected,Helse og omsorg,Data og ai
finansiell rapportering,rapportering,Undirected,Helse og omsorg,Data og ai
brukerforskning,brukbarhetstesting,Undirected,HR,Analytic engineer
brukerforskning,brukeropplevelse,Undirected,HR,Analytic engineer
brukerforskning,norsk,Undirected,HR,Analytic engineer
brukerforskning,interaksjonsdesign,Undirected,HR,Analytic engineer
brukerforskning,interativ designmetode,Undirected,HR,Analytic engineer
brukerforskning,produktdesign,Undirected,HR,Analytic engineer
brukbarhetstesting,brukeropplevelse,Undirected,HR,Analytic engineer
brukbarhetstesting,norsk,Undirected,HR,Analytic engineer
brukbarhetstesting,interaksjonsdesign,Undirected,HR,Analytic engineer
brukbarhetstesting,interativ designmetode,Undirected,HR,Analytic engineer
brukbarhetstesting,produktdesign,Undirected,HR,Analytic engineer
brukeropplevelse,norsk,Undirected,HR,Analytic engineer
brukeropplevelse,interaksjonsdesign,Undirected,HR,Analytic engineer
brukeropplevelse,interativ designmetode,Undirected,HR,Analytic engineer
brukeropplevelse,produktdesign,Undirected,HR,Analytic engineer
norsk,interaksjonsdesign,Undirected,HR,Analytic engineer
norsk,interativ designmetode,Undirected,HR,Analytic engineer
norsk,produktdesign,Undirected,HR,Analytic engineer
interaksjonsdesign,interativ designmetode,Undirected,HR,Analytic engineer
interaksjonsdesign,produktdesign,Undirected,HR,Analytic engineer
interativ designmetode,produktdesign,Undirected,HR,Analytic engineer
prosessteknikk,analysere data,Undirected,Kraft og energi,Analytic engineer
prosessteknikk,miljøkonsekvensanalyse,Undirected,Kraft og energi,Analytic engineer
prosessteknikk,norsk,Undirected,Kraft og energi,Analytic engineer
prosessteknikk,leting og produksjon av olje,Undirected,Kraft og energi,Analytic engineer
analysere data,miljøkonsekvensanalyse,Undirected,Kraft og energi,Analytic engineer
analysere data,norsk,Undirected,Kraft og energi,Analytic engineer
analysere data,leting og produksjon av olje,Undirected,Kraft og energi,Analytic engineer
miljøkonsekvensanalyse,norsk,Undirected,Kraft og energi,Analytic engineer
miljøkonsekvensanalyse,leting og produksjon av olje,Undirected,Kraft og energi,Analytic engineer
norsk,leting og produksjon av olje,Undirected,Kraft og energi,Analytic engineer
microsoft active directory (ad),it infrastructure management,Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),prosjekt,Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),vmware esx,Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),disaster recovery (ikt),Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),tidsplanlegging,Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
microsoft active directory (ad),servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,prosjekt,Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,vmware esx,Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,disaster recovery (ikt),Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,tidsplanlegging,Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
it infrastructure management,servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,vmware esx,Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,disaster recovery (ikt),Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,tidsplanlegging,Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
prosjekt,servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
vmware esx,disaster recovery (ikt),Undirected,Farmasi og legemiddel,Analytic engineer
vmware esx,tidsplanlegging,Undirected,Farmasi og legemiddel,Analytic engineer
vmware esx,operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
vmware esx,active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
vmware esx,servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
disaster recovery (ikt),tidsplanlegging,Undirected,Farmasi og legemiddel,Analytic engineer
disaster recovery (ikt),operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
disaster recovery (ikt),active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
disaster recovery (ikt),servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
tidsplanlegging,operating system (ict),Undirected,Farmasi og legemiddel,Analytic engineer
tidsplanlegging,active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
tidsplanlegging,servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
operating system (ict),active directory (it-nettverk),Undirected,Farmasi og legemiddel,Analytic engineer
operating system (ict),servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
active directory (it-nettverk),servicenow,Undirected,Farmasi og legemiddel,Analytic engineer
kunnskap om relevante lover og forskrifter,atlassian jira,Undirected,Bank,Analytic engineer
kunnskap om relevante lover og forskrifter,risikostyring,Undirected,Bank,Analytic engineer
kunnskap om relevante lover og forskrifter,produkteier,Undirected,Bank,Analytic engineer
kunnskap om relevante lover og forskrifter,produktkø (product backlog),Undirected,Bank,Analytic engineer
kunnskap om relevante lover og forskrifter,kjennskap til skyplattformer,Undirected,Bank,Analytic engineer
atlassian jira,risikostyring,Undirected,Bank,Analytic engineer
atlassian jira,produkteier,Undirected,Bank,Analytic engineer
atlassian jira,produktkø (product backlog),Undirected,Bank,Analytic engineer
atlassian jira,kjennskap til skyplattformer,Undirected,Bank,Analytic engineer
risikostyring,produkteier,Undirected,Bank,Analytic engineer
risikostyring,produktkø (product backlog),Undirected,Bank,Analytic engineer
risikostyring,kjennskap til skyplattformer,Undirected,Bank,Analytic engineer
produkteier,produktkø (product backlog),Undirected,Bank,Analytic engineer
produkteier,kjennskap til skyplattformer,Undirected,Bank,Analytic engineer
produktkø (product backlog),kjennskap til skyplattformer,Undirected,Bank,Analytic engineer
python (dataprogrammering),programvareintegrasjon,Undirected,Butikk og varehandel,Analytic engineer
python (dataprogrammering),data modeling,Undirected,Butikk og varehandel,Analytic engineer
python (dataprogrammering),forbedre datakvalitet,Undirected,Butikk og varehandel,Analytic engineer
python (dataprogrammering),software engineering,Undirected,Butikk og varehandel,Analytic engineer
python (dataprogrammering),backend webutvikling,Undirected,Butikk og varehandel,Analytic engineer
programvareintegrasjon,data modeling,Undirected,Butikk og varehandel,Analytic engineer
programvareintegrasjon,forbedre datakvalitet,Undirected,Butikk og varehandel,Analytic engineer
programvareintegrasjon,software engineering,Undirected,Butikk og varehandel,Analytic engineer
programvareintegrasjon,backend webutvikling,Undirected,Butikk og varehandel,Analytic engineer
data modeling,forbedre datakvalitet,Undirected,Butikk og varehandel,Analytic engineer
data modeling,software engineering,Undirected,Butikk og varehandel,Analytic engineer
data modeling,backend webutvikling,Undirected,Butikk og varehandel,Analytic engineer
forbedre datakvalitet,software engineering,Undirected,Butikk og varehandel,Analytic engineer
forbedre datakvalitet,backend webutvikling,Undirected,Butikk og varehandel,Analytic engineer
software engineering,backend webutvikling,Undirected,Butikk og varehandel,Analytic engineer
moderne software-utvikling,regresjonsanalyse,Undirected,IT,Analytic engineer
moderne software-utvikling,programmeringsspråk,Undirected,IT,Analytic engineer
moderne software-utvikling,databaseadministrasjon,Undirected,IT,Analytic engineer
moderne software-utvikling,fullstack utvikler,Undirected,IT,Analytic engineer
moderne software-utvikling,statistikk,Undirected,IT,Analytic engineer
moderne software-utvikling,behandle data,Undirected,IT,Analytic engineer
regresjonsanalyse,programmeringsspråk,Undirected,IT,Analytic engineer
regresjonsanalyse,databaseadministrasjon,Undirected,IT,Analytic engineer
regresjonsanalyse,fullstack utvikler,Undirected,IT,Analytic engineer
regresjonsanalyse,statistikk,Undirected,IT,Analytic engineer
regresjonsanalyse,behandle data,Undirected,IT,Analytic engineer
programmeringsspråk,databaseadministrasjon,Undirected,IT,Analytic engineer
programmeringsspråk,fullstack utvikler,Undirected,IT,Analytic engineer
programmeringsspråk,statistikk,Undirected,IT,Analytic engineer
programmeringsspråk,behandle data,Undirected,IT,Analytic engineer
databaseadministrasjon,fullstack utvikler,Undirected,IT,Analytic engineer
databaseadministrasjon,statistikk,Undirected,IT,Analytic engineer
databaseadministrasjon,behandle data,Undirected,IT,Analytic engineer
fullstack utvikler,statistikk,Undirected,IT,Analytic engineer
fullstack utvikler,behandle data,Undirected,IT,Analytic engineer
statistikk,behandle data,Undirected,IT,Analytic engineer
python (dataprogrammering),sql,Undirected,Industri og produksjon,Analytic engineer
python (dataprogrammering),analysere data,Undirected,Industri og produksjon,Analytic engineer
python (dataprogrammering),ingeniørkunst,Undirected,Industri og produksjon,Analytic engineer
python (dataprogrammering),power bi,Undirected,Industri og produksjon,Analytic engineer
python (dataprogrammering),ingeniørarbeid,Undirected,Industri og produksjon,Analytic engineer
sql,analysere data,Undirected,Industri og produksjon,Analytic engineer
sql,ingeniørkunst,Undirected,Industri og produksjon,Analytic engineer
sql,power bi,Undirected,Industri og produksjon,Analytic engineer
sql,ingeniørarbeid,Undirected,Industri og produksjon,Analytic engineer
analysere data,ingeniørkunst,Undirected,Industri og produksjon,Analytic engineer
analysere data,power bi,Undirected,Industri og produksjon,Analytic engineer
analysere data,ingeniørarbeid,Undirected,Industri og produksjon,Analytic engineer
ingeniørkunst,power bi,Undirected,Industri og produksjon,Analytic engineer
ingeniørkunst,ingeniørarbeid,Undirected,Industri og produksjon,Analytic engineer
power bi,ingeniørarbeid,Undirected,Industri og produksjon,Analytic engineer
development of data pipelines,dataintegrasjonsprosesser,Undirected,IT,Analytic engineer
development of data pipelines,go,Undirected,IT,Analytic engineer
sql,dataintegrasjonsprosesser,Undirected,IT,Analytic engineer
sql,go,Undirected,IT,Analytic engineer
dataintegrasjonsprosesser,go,Undirected,IT,Analytic engineer
k8s,c#.net,Undirected,Helse og omsorg,Analytic engineer
k8s,devops,Undirected,Helse og omsorg,Analytic engineer
k8s,react.js,Undirected,Helse og omsorg,Analytic engineer
k8s,fullstack utvikler,Undirected,Helse og omsorg,Analytic engineer
k8s,sql,Undirected,Helse og omsorg,Analytic engineer
k8s,azure ad,Undirected,Helse og omsorg,Analytic engineer
c#.net,devops,Undirected,Helse og omsorg,Analytic engineer
c#.net,react.js,Undirected,Helse og omsorg,Analytic engineer
c#.net,fullstack utvikler,Undirected,Helse og omsorg,Analytic engineer
c#.net,sql,Undirected,Helse og omsorg,Analytic engineer
c#.net,azure ad,Undirected,Helse og omsorg,Analytic engineer
devops,react.js,Undirected,Helse og omsorg,Analytic engineer
devops,fullstack utvikler,Undirected,Helse og omsorg,Analytic engineer
devops,sql,Undirected,Helse og omsorg,Analytic engineer
devops,azure ad,Undirected,Helse og omsorg,Analytic engineer
react.js,fullstack utvikler,Undirected,Helse og omsorg,Analytic engineer
react.js,sql,Undirected,Helse og omsorg,Analytic engineer
react.js,azure ad,Undirected,Helse og omsorg,Analytic engineer
fullstack utvikler,sql,Undirected,Helse og omsorg,Analytic engineer
fullstack utvikler,azure ad,Undirected,Helse og omsorg,Analytic engineer
sql,azure ad,Undirected,Helse og omsorg,Analytic engineer
nettverksinfrastruktur,microsoft 365,Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,mobile devices,Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,microsoft teams,Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,microsoft 365 sharepoint,Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,operating system (ict),Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,user support,Undirected,Kraft og energi,Data Science
nettverksinfrastruktur,microsoft windows,Undirected,Kraft og energi,Data Science
microsoft 365,mobile devices,Undirected,Kraft og energi,Data Science
microsoft 365,microsoft teams,Undirected,Kraft og energi,Data Science
microsoft 365,microsoft 365 sharepoint,Undirected,Kraft og energi,Data Science
microsoft 365,operating system (ict),Undirected,Kraft og energi,Data Science
microsoft 365,user support,Undirected,Kraft og energi,Data Science
microsoft 365,microsoft windows,Undirected,Kraft og energi,Data Science
mobile devices,microsoft teams,Undirected,Kraft og energi,Data Science
mobile devices,microsoft 365 sharepoint,Undirected,Kraft og energi,Data Science
mobile devices,operating system (ict),Undirected,Kraft og energi,Data Science
mobile devices,user support,Undirected,Kraft og energi,Data Science
mobile devices,microsoft windows,Undirected,Kraft og energi,Data Science
microsoft teams,microsoft 365 sharepoint,Undirected,Kraft og energi,Data Science
microsoft teams,operating system (ict),Undirected,Kraft og energi,Data Science
microsoft teams,user support,Undirected,Kraft og energi,Data Science
microsoft teams,microsoft windows,Undirected,Kraft og energi,Data Science
microsoft 365 sharepoint,operating system (ict),Undirected,Kraft og energi,Data Science
microsoft 365 sharepoint,user support,Undirected,Kraft og energi,Data Science
microsoft 365 sharepoint,microsoft windows,Undirected,Kraft og energi,Data Science
operating system (ict),user support,Undirected,Kraft og energi,Data Science
operating system (ict),microsoft windows,Undirected,Kraft og energi,Data Science
user support,microsoft windows,Undirected,Kraft og energi,Data Science
molekylærbiologi,cellekultivering,Undirected,Forskning,Data Science
molekylærbiologi,gmp (good manufacturing practice),Undirected,Forskning,Data Science
molekylærbiologi,genteknologi,Undirected,Forskning,Data Science
molekylærbiologi,vitenskapelig forskning,Undirected,Forskning,Data Science
molekylærbiologi,flowcytometri,Undirected,Forskning,Data Science
cellekultivering,gmp (good manufacturing practice),Undirected,Forskning,Data Science
cellekultivering,bioingeniørfaglig kompetanse,Undirected,Forskning,Data Science
cellekultivering,genteknologi,Undirected,Forskning,Data Science
cellekultivering,vitenskapelig forskning,Undirected,Forskning,Data Science
cellekultivering,flowcytometri,Undirected,Forskning,Data Science
gmp (good manufacturing practice),bioingeniørfaglig kompetanse,Undirected,Forskning,Data Science
gmp (good manufacturing practice),genteknologi,Undirected,Forskning,Data Science
gmp (good manufacturing practice),vitenskapelig forskning,Undirected,Forskning,Data Science
gmp (good manufacturing practice),flowcytometri,Undirected,Forskning,Data Science
bioingeniørfaglig kompetanse,genteknologi,Undirected,Forskning,Data Science
bioingeniørfaglig kompetanse,vitenskapelig forskning,Undirected,Forskning,Data Science
bioingeniørfaglig kompetanse,flowcytometri,Undirected,Forskning,Data Science
genteknologi,vitenskapelig forskning,Undirected,Forskning,Data Science
genteknologi,flowcytometri,Undirected,Forskning,Data Science
vitenskapelig forskning,flowcytometri,Undirected,Forskning,Data Science
qualtrics,gjennomføre kvalitative undersøkelser,Undirected,Konsulent og rådgivning,Data Science
qualtrics,ledelse,Undirected,Konsulent og rådgivning,Data Science
qualtrics,automatisering,Undirected,Konsulent og rådgivning,Data Science
qualtrics,kpi-rapporter,Undirected,Konsulent og rådgivning,Data Science
qualtrics,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning,Data Science
qualtrics,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
qualtrics,rapportering,Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,ledelse,Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,automatisering,Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,kpi-rapporter,Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
gjennomføre kvalitative undersøkelser,rapportering,Undirected,Konsulent og rådgivning,Data Science
ledelse,automatisering,Undirected,Konsulent og rådgivning,Data Science
ledelse,kpi-rapporter,Undirected,Konsulent og rådgivning,Data Science
ledelse,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning,Data Science
ledelse,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
ledelse,rapportering,Undirected,Konsulent og rådgivning,Data Science
automatisering,kpi-rapporter,Undirected,Konsulent og rådgivning,Data Science
automatisering,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning,Data Science
automatisering,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
automatisering,rapportering,Undirected,Konsulent og rådgivning,Data Science
kpi-rapporter,general data protection regulation (gdpr),Undirected,Konsulent og rådgivning,Data Science
kpi-rapporter,tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
kpi-rapporter,rapportering,Undirected,Konsulent og rådgivning,Data Science
general data protection regulation (gdpr),tilbakemelding fra kunde,Undirected,Konsulent og rådgivning,Data Science
general data protection regulation (gdpr),rapportering,Undirected,Konsulent og rådgivning,Data Science
tilbakemelding fra kunde,rapportering,Undirected,Konsulent og rådgivning,Data Science
python (dataprogrammering),kybernetikk,Undirected,IT,Data Science
python (dataprogrammering),behersker root cause analysis,Undirected,IT,Data Science
python (dataprogrammering),robotikk,Undirected,IT,Data Science
python (dataprogrammering),matlab,Undirected,IT,Data Science
python (dataprogrammering),matematisk modellering,Undirected,IT,Data Science
kybernetikk,behersker root cause analysis,Undirected,IT,Data Science
kybernetikk,robotikk,Undirected,IT,Data Science
kybernetikk,matlab,Undirected,IT,Data Science
kybernetikk,matematisk modellering,Undirected,IT,Data Science
behersker root cause analysis,robotikk,Undirected,IT,Data Science
behersker root cause analysis,matlab,Undirected,IT,Data Science
behersker root cause analysis,matematisk modellering,Undirected,IT,Data Science
robotikk,matlab,Undirected,IT,Data Science
robotikk,matematisk modellering,Undirected,IT,Data Science
matlab,matematisk modellering,Undirected,IT,Data Science
cybersikkerhet,ikt-infrastruktur,Undirected,Forsvar og militær,Data Science
cybersikkerhet,it infrastructure management,Undirected,Forsvar og militær,Data Science
cybersikkerhet,disaster recovery (ikt),Undirected,Forsvar og militær,Data Science
cybersikkerhet,it-operasjoner,Undirected,Forsvar og militær,Data Science
cybersikkerhet,user support,Undirected,Forsvar og militær,Data Science
cybersikkerhet,systemadministrasjon,Undirected,Forsvar og militær,Data Science
ikt-infrastruktur,it infrastructure management,Undirected,Forsvar og militær,Data Science
ikt-infrastruktur,disaster recovery (ikt),Undirected,Forsvar og militær,Data Science
ikt-infrastruktur,it-operasjoner,Undirected,Forsvar og militær,Data Science
ikt-infrastruktur,user support,Undirected,Forsvar og militær,Data Science
ikt-infrastruktur,systemadministrasjon,Undirected,Forsvar og militær,Data Science
it infrastructure management,disaster recovery (ikt),Undirected,Forsvar og militær,Data Science
it infrastructure management,it-operasjoner,Undirected,Forsvar og militær,Data Science
it infrastructure management,user support,Undirected,Forsvar og militær,Data Science
it infrastructure management,systemadministrasjon,Undirected,Forsvar og militær,Data Science
disaster recovery (ikt),it-operasjoner,Undirected,Forsvar og militær,Data Science
disaster recovery (ikt),user support,Undirected,Forsvar og militær,Data Science
disaster recovery (ikt),systemadministrasjon,Undirected,Forsvar og militær,Data Science
it-operasjoner,user support,Undirected,Forsvar og militær,Data Science
it-operasjoner,systemadministrasjon,Undirected,Forsvar og militær,Data Science
user support,systemadministrasjon,Undirected,Forsvar og militær,Data Science
statistiske- og dataanalysemetoder,modellering og simulering,Undirected,Forskning,Data Science
statistiske- og dataanalysemetoder,dyreproduksjonsvitenskap,Undirected,Forskning,Data Science
statistiske- og dataanalysemetoder,hold av melkekyr,Undirected,Forskning,Data Science
modellering og simulering,dyreproduksjonsvitenskap,Undirected,Forskning,Data Science
modellering og simulering,hold av melkekyr,Undirected,Forskning,Data Science
dyreproduksjonsvitenskap,hold av melkekyr,Undirected,Forskning,Data Science
database,microservices,Undirected,Fiskeri og oppdrett,Data Science
database,rust (programming language),Undirected,Fiskeri og oppdrett,Data Science
database,sql,Undirected,Fiskeri og oppdrett,Data Science
database,azure ad,Undirected,Fiskeri og oppdrett,Data Science
microservices,rust (programming language),Undirected,Fiskeri og oppdrett,Data Science
microservices,sql,Undirected,Fiskeri og oppdrett,Data Science
microservices,azure ad,Undirected,Fiskeri og oppdrett,Data Science
rust (programming language),sql,Undirected,Fiskeri og oppdrett,Data Science
rust (programming language),azure ad,Undirected,Fiskeri og oppdrett,Data Science
sql,azure ad,Undirected,Fiskeri og oppdrett,Data Science
tekniske egenskaper,detalj prosjektering/ engineering elektro,Undirected,Kraft og energi,Data Science
tekniske egenskaper,automatisering,Undirected,Kraft og energi,Data Science
tekniske egenskaper,ingeniørarbeid,Undirected,Kraft og energi,Data Science
tekniske egenskaper,materialteknologi,Undirected,Kraft og energi,Data Science
detalj prosjektering/ engineering elektro,automatisering,Undirected,Kraft og energi,Data Science
detalj prosjektering/ engineering elektro,ingeniørarbeid,Undirected,Kraft og energi,Data Science
detalj prosjektering/ engineering elektro,materialteknologi,Undirected,Kraft og energi,Data Science
automatisering,ingeniørarbeid,Undirected,Kraft og energi,Data Science
automatisering,materialteknologi,Undirected,Kraft og energi,Data Science
ingeniørarbeid,materialteknologi,Undirected,Kraft og energi,Data Science
røkting,datainnsamling og analyse,Undirected,Forskning,Data Science
røkting,dyreforsøk,Undirected,Forskning,Data Science
røkting,publisere akademisk forskning,Undirected,Forskning,Data Science
røkting,behandle data,Undirected,Forskning,Data Science
datainnsamling og analyse,dyreforsøk,Undirected,Forskning,Data Science
datainnsamling og analyse,publisere akademisk forskning,Undirected,Forskning,Data Science
datainnsamling og analyse,behandle data,Undirected,Forskning,Data Science
dyreforsøk,publisere akademisk forskning,Undirected,Forskning,Data Science
dyreforsøk,behandle data,Undirected,Forskning,Data Science
publisere akademisk forskning,behandle data,Undirected,Forskning,Data Science
r,oseanografi,Undirected,Forskning,Data Science
r,statistikk,Undirected,Forskning,Data Science
r,økologi,Undirected,Forskning,Data Science
oseanografi,statistikk,Undirected,Forskning,Data Science
oseanografi,økologi,Undirected,Forskning,Data Science
statistikk,økologi,Undirected,Forskning,Data Science
utvikling av digitale verktøy,rør- og instrumenteringsdiagrammer,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,utvikle brukergrensesnitt,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,datainnsamling og analyse,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,formell og systematisk dokumentasjon,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,simulering,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,kvalitetssikring,Undirected,Industri og produksjon,Data Science
utvikling av digitale verktøy,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,utvikle brukergrensesnitt,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,datainnsamling og analyse,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,formell og systematisk dokumentasjon,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,simulering,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,kvalitetssikring,Undirected,Industri og produksjon,Data Science
rør- og instrumenteringsdiagrammer,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
utvikle brukergrensesnitt,datainnsamling og analyse,Undirected,Industri og produksjon,Data Science
utvikle brukergrensesnitt,formell og systematisk dokumentasjon,Undirected,Industri og produksjon,Data Science
utvikle brukergrensesnitt,simulering,Undirected,Industri og produksjon,Data Science
utvikle brukergrensesnitt,kvalitetssikring,Undirected,Industri og produksjon,Data Science
utvikle brukergrensesnitt,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
datainnsamling og analyse,formell og systematisk dokumentasjon,Undirected,Industri og produksjon,Data Science
datainnsamling og analyse,simulering,Undirected,Industri og produksjon,Data Science
datainnsamling og analyse,kvalitetssikring,Undirected,Industri og produksjon,Data Science
datainnsamling og analyse,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
formell og systematisk dokumentasjon,simulering,Undirected,Industri og produksjon,Data Science
formell og systematisk dokumentasjon,kvalitetssikring,Undirected,Industri og produksjon,Data Science
formell og systematisk dokumentasjon,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
simulering,kvalitetssikring,Undirected,Industri og produksjon,Data Science
simulering,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
kvalitetssikring,ingeniørarbeid,Undirected,Industri og produksjon,Data Science
politikkstudier,gjennomføre kvalitative undersøkelser,Undirected,Forskning,Data Science
politikkstudier,litteratursøk,Undirected,Forskning,Data Science
politikkstudier,gjennomføring av studier,Undirected,Forskning,Data Science
politikkstudier,undersøkelser og eksamener,Undirected,Forskning,Data Science
politikkstudier,nordisk spåk,Undirected,Forskning,Data Science
gjennomføre kvalitative undersøkelser,litteratursøk,Undirected,Forskning,Data Science
gjennomføre kvalitative undersøkelser,gjennomføring av studier,Undirected,Forskning,Data Science
gjennomføre kvalitative undersøkelser,undersøkelser og eksamener,Undirected,Forskning,Data Science
gjennomføre kvalitative undersøkelser,nordisk spåk,Undirected,Forskning,Data Science
litteratursøk,gjennomføring av studier,Undirected,Forskning,Data Science
litteratursøk,undersøkelser og eksamener,Undirected,Forskning,Data Science
litteratursøk,nordisk spåk,Undirected,Forskning,Data Science
gjennomføring av studier,undersøkelser og eksamener,Undirected,Forskning,Data Science
gjennomføring av studier,nordisk spåk,Undirected,Forskning,Data Science
undersøkelser og eksamener,nordisk spåk,Undirected,Forskning,Data Science
biologi,gårdsarbeid,Undirected,Dyr og dyrehelse,Data Science
biologi,epidemiologi,Undirected,Dyr og dyrehelse,Data Science
biologi,økologi,Undirected,Dyr og dyrehelse,Data Science
biologi,utforme spørreskjemaer,Undirected,Dyr og dyrehelse,Data Science
gårdsarbeid,epidemiologi,Undirected,Dyr og dyrehelse,Data Science
gårdsarbeid,økologi,Undirected,Dyr og dyrehelse,Data Science
gårdsarbeid,utforme spørreskjemaer,Undirected,Dyr og dyrehelse,Data Science
epidemiologi,økologi,Undirected,Dyr og dyrehelse,Data Science
epidemiologi,utforme spørreskjemaer,Undirected,Dyr og dyrehelse,Data Science
økologi,utforme spørreskjemaer,Undirected,Dyr og dyrehelse,Data Science
c++ (programming language),embedded linux,Undirected,Elektronikk,Data Science
c++ (programming language),digital signalbehandling,Undirected,Elektronikk,Data Science
c++ (programming language),nettverkskonsepter,Undirected,Elektronikk,Data Science
embedded linux,digital signalbehandling,Undirected,Elektronikk,Data Science
embedded linux,nettverkskonsepter,Undirected,Elektronikk,Data Science
digital signalbehandling,nettverkskonsepter,Undirected,Elektronikk,Data Science
algoritmer,jenkins (software),Undirected,Bank,Data Science
algoritmer,programvaredesign,Undirected,Bank,Data Science
algoritmer,behandling av ikt-feil,Undirected,Bank,Data Science
algoritmer,it infrastructure library (itil),Undirected,Bank,Data Science
algoritmer,nettverkskonsepter,Undirected,Bank,Data Science
algoritmer,data struktur,Undirected,Bank,Data Science
algoritmer,ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
jenkins (software),programvaredesign,Undirected,Bank,Data Science
jenkins (software),behandling av ikt-feil,Undirected,Bank,Data Science
jenkins (software),it infrastructure library (itil),Undirected,Bank,Data Science
jenkins (software),nettverkskonsepter,Undirected,Bank,Data Science
